id,date,restaurant_id,*,**,***
13774,2013-12-30,6K3lz9Oz,0,0,0
8667,2010-04-14,ekE4Mr32,6,1,0
6224,2015-01-15,ydEja1OW,6,0,2
27864,2014-01-16,XJ3r0YOR,3,0,3
3319,2010-01-15,eVOBL3jr,3,0,2
21148,2009-10-13,ZBEn4ZoY,3,0,0
16234,2008-10-24,NbE1AyEJ,3,1,1
17645,2013-12-30,1m3MWnOB,0,0,0
29189,2011-08-19,geEVeVOz,0,0,0
27869,2008-08-11,9JoPn7E8,0,0,0
13720,2013-08-15,qN3gkz3A,7,2,2
11213,2010-06-23,geEVmeOz,6,0,0
5628,2010-08-31,qN3gNgEA,2,0,0
25339,2013-08-09,6K3lKkEz,8,1,1
6793,2010-04-15,njoZVDor,5,2,2
26992,2012-01-11,0ZEDQG3D,6,0,2
4104,2011-11-07,Y1Em4GOw,2,0,1
12058,2015-03-05,Pk3wQqOd,4,1,1
3205,2007-08-09,VpoGxROr,4,0,1
20773,2012-12-30,VpoGz73r,0,0,0
1594,2013-06-20,WwOajNEB,6,0,0
29449,2011-04-29,8xExpWE0,1,0,1
30874,2008-03-21,m0oWPQOG,1,0,1
13558,2009-08-07,9JoPwj38,3,0,1
31984,2010-03-10,nkOv0X3B,4,0,1
10196,2012-05-25,ydEjAeOW,13,1,6
16497,2010-09-07,p038dX3m,1,0,0
15930,2012-01-04,v5oJjyoB,3,0,1
3129,2013-12-30,1JEbXYoR,0,0,0
9502,2010-03-25,eVOBDa3j,2,0,1
29519,2013-11-07,WwOadoBM,4,1,1
15328,2013-04-03,v5oJjyoB,4,0,2
8685,2014-02-07,1JEbd4oR,10,0,1
31360,2011-02-17,8xExQV30,4,2,1
16321,2010-11-12,qN3gb2EA,7,0,4
2812,2007-11-21,VpoGJQ3r,3,1,1
25582,2009-07-08,VpoGddOr,3,1,0
9780,2009-02-04,m0oWZP3G,3,0,1
9936,2012-10-25,6K3lQqoz,11,1,2
18598,2012-09-19,ekE4vNo2,2,1,0
25923,2012-12-30,WeEeQWEa,0,0,0
18484,2007-10-23,lnORzeON,2,0,0
1541,2012-12-13,KAoKQZEg,12,0,0
9812,2009-10-21,nkOvvaOB,3,1,0
27853,2013-05-22,N6Ok8QEx,0,0,0
10778,2011-03-08,B1oX0moV,3,0,0
20841,2012-10-04,WeEedMOa,1,0,0
25493,2009-05-04,ZBEnDYoY,8,1,0
26721,2014-01-24,v5oJ9J3B,3,0,0
30248,2013-09-24,rJoQyvoV,0,0,0
29392,2009-04-15,8x3zZz3k,1,1,0
15018,2008-12-15,v5oJLjEB,4,1,3
894,2008-04-29,Pk3wN9Ed,9,1,0
28020,2009-09-08,rNo69l36,2,0,3
22178,2011-05-26,geEVNvEz,5,0,0
19249,2008-10-21,njoZ0YEr,1,0,0
26343,2012-12-30,B1oXNdEV,0,0,0
2621,2009-01-09,dj3dz7O9,5,0,0
6915,2011-05-10,N6OkmQ3x,1,0,0
9459,2012-12-30,8xEx7eO0,0,0,0
20623,2007-10-10,xWoYGMEK,3,1,3
25336,2013-12-30,6VOpj3Lk,0,0,0
13570,2013-12-30,JGoNAb3L,0,0,0
31610,2013-10-03,m0oWGwoG,3,0,1
24726,2008-09-10,ydEjp9oW,2,0,0
15480,2014-04-17,B1oXw63V,4,1,3
16030,2012-01-23,Y1Emwnow,8,0,0
20109,2013-11-14,6VOpzQ3L,4,2,0
3425,2013-09-06,6VOpJd3L,0,0,0
7412,2011-03-04,VpoGGAor,8,2,0
26574,2008-02-04,JBEyamE8,6,1,2
8862,2012-10-26,XJ3rx8OR,0,0,0
21179,2014-06-11,6K3l8K3z,4,0,0
4017,2011-03-30,rJoQW9EV,4,1,0
904,2009-01-20,6Wo2Vyo9,6,1,0
29666,2013-06-07,7RO5wd3q,7,0,0
23743,2008-05-02,p038keEm,3,1,1
2815,2010-08-12,1m3ML6EB,3,0,0
14750,2013-01-22,B1oX4moV,1,0,0
22987,2010-05-07,B1oXjdEV,6,0,0
27482,2010-01-12,8xExKWO0,1,0,0
29672,2009-11-13,lnOR0G3N,8,1,1
27617,2013-11-14,m0oW02OG,0,1,4
21514,2013-07-10,N6OkLgEx,6,1,0
7884,2011-01-07,v5oJz1oB,3,0,0
20735,2012-07-27,dj3d1Xo9,3,1,2
8112,2012-06-26,6Wo2W8O9,12,1,3
2154,2009-11-12,VpoGVP3r,8,0,3
28966,2010-11-16,rNo6p0E6,2,0,0
29038,2008-05-19,njoZ6Dor,4,1,3
19938,2013-10-22,we39KZOk,2,0,0
7947,2014-11-05,eVOBY6oj,4,1,1
24746,2010-02-05,JGoNdWEL,3,0,5
22466,2011-01-24,8x3zx7Ok,0,0,3
2369,2011-06-20,v5oJn1oB,4,0,0
28730,2012-10-12,7RO5jNEq,5,1,1
25385,2008-10-24,p0384A3m,9,0,2
14491,2009-04-24,6VOpdlOL,7,0,2
18693,2011-12-20,NbE17moJ,2,0,0
25134,2012-01-20,Y1EmLmOw,5,1,2
24833,2014-08-08,njoZD1Er,6,1,2
27015,2012-05-11,WeEeKaoa,4,0,1
7378,2010-08-10,0j3L2NOr,10,0,0
10801,2009-06-23,KAoKpKOg,6,1,0
7895,2009-01-23,Y1Emrl3w,0,0,1
23721,2008-10-24,xWoYGMEK,6,0,0
23333,2015-03-23,Y1EmDnOw,0,1,0
16039,2012-03-22,we39MR3k,2,0,0
4910,2011-05-13,njoZ0YEr,2,0,2
7196,2010-08-17,m0oWZP3G,0,0,3
1675,2009-10-21,VpoGkwor,0,0,1
12422,2012-09-13,njoZxAEr,11,0,5
31730,2012-12-30,6Wo2wYO9,0,0,0
14716,2014-02-13,lnORkdEN,5,0,1
1694,2012-01-13,0ZED543D,0,0,1
23195,2014-01-16,WwOapwoB,6,0,7
12432,2011-07-22,8x3zVQ3k,1,0,1
13641,2007-12-18,dj3d2KO9,2,0,0
14642,2007-05-02,1JEbvmER,16,4,2
30021,2011-03-04,JGoNpdEL,3,0,0
13937,2014-10-07,ydEjdVoW,5,0,1
23803,2011-04-04,rNo6Zqo6,6,0,2
2425,2013-05-07,we39vDok,0,0,0
17155,2009-07-15,rJoQeAoV,0,0,0
25799,2009-03-06,v5oJDdEB,14,0,2
1161,2012-08-23,6K3lp93z,3,1,3
8880,2012-12-30,we39kZOk,0,0,0
11975,2007-10-30,JBEyBW38,1,1,0
31931,2011-06-07,wmo7xbOq,3,1,0
9692,2009-01-29,WeEeeVEa,1,0,0
20094,2012-12-30,N6OkVvox,0,0,0
1333,2010-04-22,njoZVDor,3,0,0
22519,2012-04-27,8gOqrDE2,3,0,0
25523,2009-05-12,Pk3wMKOd,4,1,1
15338,2010-10-29,wmo7z93q,1,0,0
21897,2014-05-01,Y1EmY7Ew,6,0,2
16058,2012-05-14,6VOpgQoL,4,0,1
29940,2011-07-11,Y1EmjR3w,3,0,3
16365,2009-10-28,lnOR0G3N,8,1,1
5225,2010-04-05,geEV4eoz,0,0,0
30080,2008-11-21,0ZEDQG3D,5,0,0
12538,2013-08-07,dj3d6LO9,1,0,0
16370,2011-08-11,1m3MXYEB,0,0,0
3931,2008-01-11,1m3MQn3B,4,0,3
24738,2007-11-16,geEVpBoz,14,1,5
26717,2011-03-01,8KoA9Ko6,5,0,0
12057,2008-02-20,nkOvZZOB,6,0,1
30426,2008-07-23,ydEjmVOW,0,0,0
2387,2010-09-29,njoZ6Dor,5,2,1
11280,2014-11-13,eVOBY6oj,4,1,1
29868,2012-12-30,6Wo28wE9,0,0,0
21504,2010-02-25,lnOR8a3N,5,0,0
19424,2010-12-15,rNo6p0E6,2,0,0
4120,2011-03-01,v5oJxBEB,0,0,0
16186,2008-04-09,xWoYK9EK,1,0,1
30804,2010-07-02,m0oWJl3G,3,0,0
16292,2010-04-23,WeEeYwEa,2,0,1
22934,2012-01-25,xWoY7dEK,1,0,1
27778,2011-02-17,XJ3rx8OR,1,0,0
14054,2006-10-19,6VOpDlOL,0,0,0
470,2011-03-23,JGoNZYoL,2,0,0
23111,2007-12-19,JGoNAb3L,4,0,0
18356,2012-07-13,JGoNvboL,0,0,0
11676,2010-03-19,wmo7W2oq,3,0,2
16721,2011-05-04,JBEyQXE8,2,0,1
29184,2013-01-03,1JEbJmER,11,0,1
1949,2007-12-31,rJoQ1GoV,5,1,1
15945,2010-06-02,8gOqDo2L,1,0,2
30259,2008-03-20,1JEbl1oR,2,0,0
14524,2010-03-24,xWoYavoK,2,0,4
30453,2012-12-30,rJoQnlOV,0,0,0
22347,2012-12-30,JBEyzV38,0,0,0
28570,2014-10-09,V430q1oB,6,1,0
21234,2011-03-02,nkOvXV3B,2,0,1
31162,2012-12-30,geEV2dEz,0,0,0
12010,2009-10-01,we396vok,0,0,0
12410,2010-02-16,dj3d2KO9,0,0,0
24194,2008-11-03,ZBEn7W3Y,3,0,0
28963,2011-08-29,JBEyBW38,1,0,2
31507,2014-11-03,p038D3md,7,2,1
14855,2009-12-21,1JEbDQoR,4,0,1
17982,2014-10-31,0ZEDdkED,5,0,0
20103,2012-01-10,6K3lJeOz,1,0,0
1746,2014-01-29,dj3dP739,3,0,1
17232,2013-01-07,geEVBEzy,2,1,0
28241,2011-01-20,geEVw53z,0,0,0
28278,2014-11-24,Y1EmkAow,10,1,5
6244,2010-05-18,ydEjQ2OW,3,0,0
2928,2011-07-11,eVOB8w3j,2,0,0
6520,2013-12-30,geEVMJOz,0,0,0
27388,2013-01-09,eVOB5Loj,0,0,0
3071,2007-09-18,JGoNLyEL,1,1,0
23144,2013-06-21,Pk3wqwOd,5,0,1
7435,2013-11-20,p038Mzom,4,0,0
30619,2010-03-01,6K3lAvoz,5,0,0
29946,2010-12-15,V430a7oB,0,0,0
14288,2011-11-02,6Wo2K6O9,12,1,8
3465,2007-11-21,ekE4grO2,1,0,1
1092,2007-08-31,dj3dP739,6,0,0
28728,2014-10-24,9JoPbdE8,0,0,0
25771,2010-12-07,xWoYJvOK,4,0,0
1170,2011-01-18,Y1EmWnow,12,0,4
23615,2015-03-17,qN3gvnEA,2,1,1
353,2010-10-13,Pk3wga3d,3,0,0
30589,2008-05-30,XJ3rr83R,4,1,2
14794,2013-04-12,ZBEnwG3Y,7,0,7
12793,2012-06-29,NbE1xaOJ,2,0,0
17357,2007-11-13,ydEjbBEW,0,0,1
17632,2011-04-04,1m3MYb3B,9,0,2
6062,2011-08-12,dj3dB5O9,3,0,1
22495,2010-04-16,Pk3wQqOd,3,0,0
1235,2013-12-30,we39XDEk,0,0,0
15215,2011-05-10,XJ3rYpER,3,0,1
31117,2009-06-24,we392Nok,2,0,0
18741,2007-10-02,njoZ6vor,8,1,4
3490,2009-08-03,JGoN6YoL,1,0,0
3624,2014-10-07,6VOpaBEL,3,0,0
15813,2015-01-02,KAoKP6Og,2,0,1
25285,2014-12-02,6K3lDk3z,4,2,5
21550,2010-03-10,0j3L2NOr,7,0,0
13370,2012-04-26,eVOB21Oj,8,0,2
25825,2007-11-29,dj3dYgo9,10,3,4
24207,2009-02-06,8xExj9o0,5,0,0
28791,2008-11-21,8x3zP9Ok,0,0,0
4786,2014-01-24,6K3lvqOz,3,1,1
15045,2008-06-13,KAoK4KOg,5,0,0
14380,2007-07-30,rNo6Zqo6,5,0,2
21198,2009-06-12,KAoKWjog,3,0,0
3835,2007-08-07,lnOReVoN,2,0,0
3076,2012-10-19,WeEere3a,5,1,0
14377,2009-04-10,6Wo20NE9,0,0,0
56,2012-04-27,NbE1GYoJ,2,1,3
10311,2013-09-03,8xExQV30,7,0,4
6508,2009-05-06,we39G0Ok,4,1,0
3092,2007-05-30,njoZX1Er,4,0,0
4052,2008-02-19,8gOqj5E2,4,0,0
18525,2009-05-04,JGoNAb3L,2,0,0
30008,2008-10-01,Pk3wNKEd,11,2,1
7931,2010-04-21,8KoAmQo6,8,1,2
14457,2014-12-15,xWoY2jOK,2,0,0
3069,2011-05-24,ekE4X0E2,0,1,1
8518,2008-11-06,N6OkLgEx,0,0,0
5629,2009-03-18,8KoAReO6,5,0,0
25498,2013-11-21,nkOvrZOB,14,1,1
10916,2007-06-28,JBEynN38,6,0,2
25261,2015-03-24,8x3z2Y3k,3,1,1
20720,2009-03-26,0j3LBZOr,3,0,2
6154,2009-10-23,ydEjdVoW,0,0,0
1625,2011-08-10,njoZLBEr,0,1,0
14408,2008-02-04,KAoKgBog,0,0,0
31737,2015-01-06,6VOpLmOL,5,0,1
29371,2012-09-24,9JoP0o8w,17,5,5
8201,2008-10-09,0ZEDlBED,7,1,1
5687,2007-05-17,dj3dwaE9,1,0,0
16180,2011-11-16,xWoYwKEK,0,0,0
4577,2011-02-24,NbE17moJ,2,0,0
22582,2011-06-21,8xEx7eO0,5,0,0
17543,2007-08-14,nkOvblOB,17,3,13
26592,2008-07-28,8KoAmQo6,7,1,1
14705,2008-02-19,N6OkAG3x,5,1,4
24268,2014-09-23,Y1Emn73w,2,0,1
9112,2012-04-30,nkOvPX3B,5,0,3
18395,2008-09-09,rNo6yJ36,3,0,2
8452,2012-03-15,Y1EmJV3w,3,0,0
3508,2010-10-21,B1oXnNEV,9,1,4
6010,2014-05-12,v5oJbyoB,6,0,0
22177,2007-09-04,rJoQVAOV,1,0,6
17536,2011-07-07,9JoPkZ38,0,0,0
3267,2012-12-30,0j3L7vEr,0,0,0
22218,2014-10-03,Pk3wga3d,9,1,5
7787,2012-07-25,0ZEDax3D,5,0,2
9522,2009-10-21,JGoNLyEL,3,0,1
21408,2010-01-26,ydEjqgOW,2,0,0
15776,2009-03-06,WeEeXdOa,7,0,0
19790,2009-06-08,N6OkRvox,2,0,0
16888,2014-04-07,JGoN5k3L,3,1,0
10526,2012-03-28,we39lDEk,8,2,3
15128,2008-02-22,NbE15REJ,10,0,1
15171,2011-05-04,8KoA76E6,1,0,0
30708,2011-03-25,NbE1xaOJ,0,0,0
6035,2014-02-19,B1oX66EV,8,0,1
16070,2007-08-14,dj3d9Ao9,3,0,3
30547,2010-01-06,ydEjZ2EW,4,0,0
25604,2008-08-01,nkOvZZOB,2,0,2
14014,2014-07-18,6VOp2B3L,6,0,3
5994,2012-11-05,Pk3wBaEd,0,0,0
10765,2009-09-18,dj3dZ7O9,2,1,0
31596,2012-10-03,XJ3r6m3R,0,0,0
22547,2008-03-07,B1oXAYOV,5,0,0
8987,2013-06-28,Pk3wZ5Ed,7,0,1
13388,2012-12-11,geEVBEzy,2,1,0
15093,2014-09-22,JBEyJ038,3,0,0
24,2012-03-29,1JEbN7ER,5,2,0
21398,2010-02-10,nkOvpx3B,3,0,3
18014,2008-11-04,rNo6lgE6,6,1,0
30302,2012-04-10,1m3MJDoB,12,2,1
24418,2011-12-12,Y1EmeAEw,6,2,2
20367,2009-07-06,8xExP9E0,3,1,1
4112,2011-09-13,1m3MaY3B,2,2,0
4926,2012-01-25,ZBEn6pEY,5,0,1
12744,2011-07-01,XJ3rqqER,9,1,0
4919,2008-10-24,8x3zJ93k,6,0,0
1858,2007-10-17,B1oXbbEV,13,1,3
12477,2014-07-16,6VOpmmEL,4,0,1
5409,2010-02-25,KAoK4KOg,5,1,0
31674,2010-07-27,rJoQ0a3V,1,0,2
5835,2012-10-24,V430WbEB,6,0,3
11893,2010-10-07,nkOvVMOB,9,1,1
9556,2011-04-28,WwOanJEB,6,0,1
14453,2013-12-30,N6Ok2Qox,0,0,0
23544,2013-08-09,N6OkMX3x,0,0,0
4774,2008-10-31,ekE4DKE2,0,0,0
10502,2009-12-15,nkOveLoB,1,0,0
1880,2008-08-29,N6OkAG3x,6,0,0
17446,2014-03-20,dj3ddg39,6,0,5
8253,2014-04-30,VpoG2P3r,12,0,3
31501,2009-10-02,nkOva8oB,5,0,0
18321,2008-09-02,ydEjvBEW,9,2,1
7277,2013-08-21,geEVYYOz,0,1,2
9544,2010-06-15,we39p5Ek,2,0,0
11129,2012-11-09,ekE4zo2Q,2,0,1
10009,2014-10-02,geEVjvEz,5,1,0
17921,2008-09-29,dj3dYgo9,5,1,4
19154,2008-10-23,xWoYB9OK,4,0,0
2451,2008-01-10,WeEeeVEa,2,0,1
9299,2012-12-08,N6OkMX3x,0,1,0
1666,2010-10-04,8xEx44E0,2,0,0
19434,2008-06-05,6Wo2K6O9,5,0,0
11515,2010-05-19,7RO51AOq,1,0,0
30444,2014-12-18,p038VvOm,5,1,1
2630,2010-03-23,WwOaZpEB,3,0,2
8093,2010-04-27,NbE1jm3J,3,0,3
2099,2008-10-20,ZBEn7W3Y,3,0,0
16073,2014-03-24,JGoN5k3L,3,1,0
3113,2008-09-02,ydEjz7EW,10,0,0
2858,2014-05-19,eVOBY6oj,7,1,2
1413,2011-05-16,8xExpWE0,1,0,1
20134,2009-06-16,VpoGPPOr,10,1,2
1937,2012-11-05,B1oXlNoV,5,1,1
1876,2009-12-02,we39kvOk,0,0,0
1959,2008-05-22,JBEy6m38,2,0,1
24793,2011-05-09,WwOaKB3B,0,0,0
26993,2012-04-30,JGoNjgoL,9,2,0
31742,2007-12-12,8x3z9LEk,0,0,0
14902,2013-06-17,qN3gvnEA,6,0,0
31020,2011-06-13,KAoKdPOg,2,0,1
14721,2008-05-14,Pk3wqwOd,2,0,0
23200,2008-11-14,JBEy8aO8,26,2,5
31535,2013-12-12,p038KvEm,2,0,0
1748,2012-03-13,8gOqKD32,6,0,0
18491,2012-04-02,V430rqOB,5,0,0
20742,2008-07-16,8x3zj93k,4,0,0
2576,2011-12-14,v5oJMA3B,11,1,2
27815,2008-09-15,qN3g0goA,8,1,0
14512,2008-06-10,1m3Mj9oB,2,1,0
1185,2009-02-18,WwOaVdEB,2,0,0
9628,2014-12-12,njoZyY3r,19,4,4
43,2010-01-25,WwOarJEB,2,0,0
22937,2014-12-01,NbE15REJ,9,1,1
31929,2009-04-10,Pk3we2Od,3,0,0
24476,2007-10-23,wmo7D7Oq,0,0,0
25463,2008-02-15,WwOayBOB,3,0,0
16577,2011-03-18,dj3dJrO9,5,0,2
25781,2012-12-30,6Wo2MV39,0,0,0
5038,2010-05-19,JGoNP6EL,1,0,1
9894,2007-11-01,6K3l5voz,10,2,4
28520,2012-11-05,1JEb9mOR,3,0,2
15965,2014-01-06,9JoPqZO8,3,0,0
30331,2012-05-04,KAoKa9Eg,0,0,0
17672,2008-03-24,we39WAOk,13,2,4
14125,2011-12-28,JBEy4WO8,3,0,0
29493,2011-03-25,JGoNAb3L,10,1,1
26491,2011-05-06,lnOR8a3N,6,1,0
8731,2008-03-27,we39lDEk,8,0,3
18650,2010-09-13,lnOR9LoN,5,0,4
19712,2007-09-14,ydEjKB3W,4,0,0
9481,2010-07-28,Pk3wG93d,0,0,0
13991,2007-12-31,8x3zq2Ek,3,0,0
12434,2008-03-31,WeEe5aEa,6,1,4
136,2009-09-11,njoZ4YEr,3,0,0
8740,2010-04-09,m0oWjJ3G,2,0,1
13735,2012-10-22,rJoQQvoV,5,0,0
17882,2014-11-25,JBEy50E8,4,0,0
31519,2011-01-14,N6OkjVox,1,0,2
11386,2013-08-15,WeEeKaoa,4,0,1
10565,2014-01-13,qN3g0goA,8,1,0
28411,2011-08-09,Pk3wPxod,8,0,0
12111,2010-07-15,NbE18OJ2,3,1,0
23263,2008-06-04,1JEbAeOR,9,0,0
31852,2007-12-17,Pk3wnaEd,5,0,0
24262,2010-07-29,KAoKP6Og,7,1,0
23591,2009-07-31,ZBEnDYoY,6,0,1
26973,2011-06-10,we39JNok,4,0,1
15218,2014-02-13,1JEb4JoR,2,0,1
15008,2010-11-02,6VOpZ53L,3,2,0
6086,2007-11-19,ZBEnXKoY,2,1,0
26488,2007-08-23,1m3MqD3B,7,0,2
110,2011-03-23,ekE4WLO2,3,0,0
9505,2012-01-24,v5oJDdEB,1,0,1
27267,2012-09-04,0ZEDeW3D,0,0,1
14222,2009-04-08,njoZqQ3r,0,0,0
10114,2012-12-30,NbE15REJ,0,0,0
30774,2015-02-06,v5oJ7AOB,4,0,1
12902,2013-12-30,1JEb1ORY,0,0,0
15478,2014-11-13,V430mqoB,7,1,1
7936,2009-10-13,9JoP2qE8,23,4,8
11990,2013-02-14,B1oX16OV,0,0,0
22080,2008-10-30,m0oWlJOG,9,2,0
29070,2012-04-23,njoZ6Dor,5,0,2
26217,2008-08-11,we3905Ek,6,0,0
20106,2010-11-10,8x3z2Y3k,4,0,0
7718,2013-07-30,lnORNnON,3,0,0
31118,2015-03-11,8gOqpro2,0,0,0
23403,2010-04-15,0j3LRMOr,2,0,1
3638,2007-11-07,6VOpJd3L,6,1,1
11200,2009-07-29,0j3Lxq3r,0,0,0
17963,2013-12-30,B1oXMDOV,0,0,0
15582,2013-01-29,6VOpAQEL,0,0,0
29746,2011-02-24,nkOv1loB,10,0,0
14144,2014-04-18,XJ3r6m3R,1,0,2
12790,2012-05-24,WeEejR3a,2,0,0
6825,2009-06-04,wmo7nd3q,7,0,0
10443,2014-04-08,rJoQNaOV,4,0,2
6503,2013-05-30,v5oJvyoB,1,0,0
28741,2010-11-10,m0oW23Gj,1,0,0
16630,2012-01-17,8x3zWRok,7,0,0
2772,2010-01-13,1m3MnoBP,6,0,2
28063,2013-12-19,we39W0Ok,0,0,0
25296,2012-06-11,B1oXQbOV,2,1,1
19852,2014-02-20,N6OkeW3x,2,0,0
9561,2009-03-09,we39RZok,2,0,1
25981,2010-04-21,7RO5yrOq,1,0,1
16149,2008-11-07,NbE1RY3J,8,1,0
22287,2011-11-17,rNo6Qa36,2,0,0
11421,2010-04-09,V430b5OB,1,0,0
21127,2012-06-18,m0oWmREG,14,1,4
17317,2008-10-29,Y1Emn73w,6,1,1
16115,2010-04-20,1m3M1D3B,1,0,0
10697,2008-05-15,rNo6LXE6,0,0,0
25608,2010-10-07,0ZED543D,18,2,5
22419,2015-01-30,nkOvLx3B,6,0,4
85,2007-08-29,geEV8zoz,1,0,1
9284,2009-09-21,6K3lJKOz,1,1,0
12860,2011-09-23,rJoQRlOV,5,1,0
2434,2014-04-04,8x3z9LEk,5,0,0
26646,2010-10-07,6VOp0NOL,8,0,0
1930,2012-03-01,7RO54Woq,7,0,2
21121,2013-11-25,nkOvQ8oB,6,0,0
1362,2007-05-21,geEV1kOz,10,0,4
8939,2009-12-03,dj3dBLO9,1,1,0
6365,2009-07-01,wmo7z93q,5,0,2
5779,2012-10-10,rNo6yJ36,5,0,0
13980,2014-04-14,v5oJxBEB,0,0,0
20050,2012-02-03,JBEy6m38,0,0,0
17893,2008-04-14,m0oWxROG,7,0,0
27289,2012-09-20,p038rzOm,2,0,0
24623,2015-02-11,1JEbg73R,2,0,0
4965,2008-04-25,Y1Em7Wow,0,0,0
10041,2013-07-01,lnOR9LoN,4,0,2
4344,2009-11-06,6VOpAQEL,6,0,5
31390,2010-08-13,1JEb1ORY,5,0,2
2699,2009-03-23,dj3dMKo9,6,1,0
16741,2011-08-05,XJ3rZZ3R,0,0,0
13592,2011-02-17,1JEbJmER,4,0,1
15283,2012-04-26,lnORjnON,0,0,0
26023,2009-02-02,ekE4xKE2,2,0,0
308,2008-12-22,geEVavOz,5,0,2
706,2008-08-12,V430RlOB,8,3,1
14486,2012-01-04,0j3L9xor,0,0,2
16213,2014-10-31,Y1EmaVEw,1,0,0
28031,2008-09-09,8gOqdMo2,3,0,2
31500,2014-04-03,8x3zx7Ok,7,0,1
31508,2015-02-24,WwOadpoB,4,0,1
1755,2009-06-08,0ZED543D,0,0,0
6577,2015-01-07,p038De3m,0,0,0
8672,2013-01-15,B1oX4moV,1,0,0
28336,2009-02-18,wmo7R93q,0,0,1
3566,2012-12-30,1m3May3B,0,0,0
20990,2014-05-01,p038pX3m,6,1,1
2044,2010-12-07,Y1EmQ7Ew,6,1,2
27600,2012-08-07,p038qgom,2,0,0
24750,2012-01-04,nkOv6VOB,0,0,2
14701,2011-11-21,eVOBPw3j,4,1,5
24819,2014-12-19,6K3l6vOz,0,0,0
18118,2008-08-06,9JoPdvo8,10,2,5
13677,2014-11-06,we39yR3k,0,0,0
13740,2010-07-02,Pk3w713d,0,0,0
2211,2009-02-13,8KoAKeE6,4,0,2
24842,2009-10-15,8gOqX4o2,0,0,0
16454,2011-06-16,8xExLBE0,5,0,0
20506,2011-11-17,1JEb6eER,7,0,2
30736,2014-05-15,0j3LK6Er,1,0,1
27884,2014-09-11,8gOqX4o2,6,0,0
5578,2013-03-25,v5oJroBL,7,1,1
22813,2010-01-11,rJoQRlOV,4,0,0
17359,2008-03-31,rNo6yJ36,7,0,4
3547,2012-09-18,6VOpbq3L,0,0,0
1494,2014-04-18,JGoN8dEL,4,0,1
13357,2010-11-10,njoZ1D3r,0,0,0
28413,2010-07-15,ekE4L0E2,3,0,0
6586,2009-09-25,JBEyR138,3,1,1
7960,2009-09-22,JGoNYa3L,3,0,1
17924,2013-10-29,XJ3rwWoR,6,0,3
28007,2013-01-08,B1oXxQoV,0,0,0
22943,2013-09-12,6Wo2Nyo9,9,0,1
14625,2012-12-30,ydEjM1OW,0,0,0
2497,2012-02-08,rNo6rqo6,8,0,3
12317,2014-02-18,1JEbDQoR,2,0,0
6788,2009-02-25,6K3l1xoz,0,0,0
14010,2009-04-22,m0oWQPEG,4,0,0
21581,2009-08-24,8x3zBZ3k,3,0,0
10925,2012-04-01,6VOpqqEL,0,0,0
28799,2008-04-24,rJoQK0EV,2,0,0
24331,2010-11-03,0j3L0L3r,7,1,2
2923,2008-09-09,Pk3wBaEd,1,1,0
31245,2013-05-13,VpoGmwEr,0,0,0
30654,2009-09-25,WeEe0dOa,8,0,2
17122,2013-12-30,8KoAGYE6,0,0,0
2587,2009-08-03,qN3gmJOA,0,0,0
2572,2008-05-07,Y1EmKRow,0,0,0
28179,2013-03-20,9JoP2qE8,4,1,1
10772,2013-09-25,rNo6gqO6,0,0,0
19129,2011-01-11,7RO57V3q,0,0,0
10254,2013-09-12,N6OkmQ3x,0,0,0
15617,2012-12-30,v5oJrboB,0,0,0
3514,2010-10-29,V4305oBp,9,1,5
16198,2010-05-25,dj3dwaE9,6,0,2
25888,2013-12-30,0ZEDMl3D,0,0,0
24228,2014-12-23,lnORkdEN,6,0,3
30233,2008-03-03,6K3lb8Oz,3,0,1
28583,2010-02-23,we39kvOk,0,0,0
1030,2011-12-08,6Wo2d8E9,6,1,0
17598,2014-10-30,N6OkWWOx,0,0,0
4046,2010-02-09,rNo6p0E6,3,1,1
19275,2011-04-28,0j3L8Z3r,9,1,1
14939,2012-03-13,XJ3r8JOR,5,0,1
28697,2011-08-17,N6OkzKox,9,0,0
26654,2013-12-30,ZBEnqvOY,0,0,0
16512,2010-09-09,v5oJP1EB,4,0,1
7826,2009-02-19,m0oW1gEG,3,0,0
31718,2007-11-14,V430WbEB,5,0,0
31470,2009-08-27,we39Al3k,7,0,1
6100,2011-03-12,JGoNAb3L,9,1,1
2596,2012-12-30,v5oJJJoB,0,0,0
29872,2012-10-04,qN3gR1EA,4,0,0
26469,2009-11-05,we39eN3k,0,0,0
10609,2009-06-08,JBEyk0o8,0,0,0
3580,2014-07-10,Pk3w713d,3,0,1
1884,2015-01-16,qN3gdzoA,4,0,1
30560,2011-03-15,wmo7mPEq,4,0,0
18477,2008-11-20,8x3zx7Ok,5,0,1
4365,2008-03-03,9JoPwj38,5,0,0
5931,2011-03-25,8x3znL3k,2,1,0
3644,2009-08-17,9JoPwj38,3,0,1
30448,2008-04-16,8x3zMYEk,10,1,4
19118,2009-02-24,dj3dgrE9,4,0,1
22175,2009-09-11,rNo6xdE6,2,0,1
1558,2012-02-15,ZBEn2EYb,2,0,0
14076,2007-10-16,8KoAGYE6,8,1,1
19335,2009-10-27,NbE1AyEJ,0,0,0
26534,2011-07-13,8gOqq1O2,1,1,1
5188,2012-03-23,V430b5OB,7,0,4
11958,2014-06-24,WwOaqBOB,8,0,3
26781,2010-10-29,8gOqm5O2,7,1,0
4590,2012-07-09,njoZyY3r,3,1,0
